KELP_ID,FTRCD,RA,RI,LOCATION,FEATURE,SPECIES,BIOMASS,DENSITY,KLPCMMNT,SOURCE1,PROJECT,GEOMETRY,OBJECTID,AREA_SQM,FEAT_LEN,X_COORDINATE,Y_COORDINATE
11399,,3,3,,KELP,,0,,,CHS 3869,QCI,,2814866,102083.4781,1325.0216,,
11155,,0,3,Goschen Island,,Bull Kelp,0,High,,,PORCHER,,2814423,1895.6859,224.3482,,
11758,,0,3,Banks Island,,Mixed,0,High,,,PORCHER,,2814424,12149.7742,1199.1588,,
11759,,0,3,,,,0,,,,,,2814425,918.2925,145.2636,,
11762,,0,3,Banks Island,,Giant Kelp,0,Low,,,PORCHER,,2814426,10990.3555,721.1862,,
11763,,0,3,Banks Island,,Mixed,0,Low,,,PORCHER,,2814427,1885.4767,308.0907,,
13298,,3,3,,KELP,,0,,,CHS 3723,NCOAST,,2814554,992.131,162.2436,,
13299,,3,2,,KELP,,0,,,CHS 3860,QCI,,2814555,52573.1809,868.101,,
13300,,3,3,,KELP,,0,,,CHS 3723,NCOAST,,2814556,443.5682,122.1683,,
13301,,3,3,,KELP,,0,,,CHS 3723,NCOAST,,2814557,640.8175,97.363,,
13302,,3,3,,KELP,,0,,,CHS 3723,NCOAST,,2814558,951.1532,115.83,,
13303,,3,3,,KELP,,0,,,CHS 3723,NCOAST,,2814559,1091.5607,122.1747,,
13306,,3,3,,KELP,,0,,,CHS 3723,NCOAST,,2814560,274.4082,65.0216,,
13307,,3,3,,KELP,,0,,,CHS 3723,NCOAST,,2814561,263.1405,59.7083,,
13308,,3,3,,KELP,,0,,,CHS 3723,NCOAST,,2814562,324.0403,77.0001,,
13309,,3,3,,KELP,,0,,,CHS 3723,NCOAST,,2814563,574.0191,113.4056,,
13310,,3,3,,KELP,,0,,,CHS 3723,NCOAST,,2814564,665.5567,97.4108,,
13313,,0,3,Banks Island,,Bull Kelp,0,Low,,,PORCHER,,2814565,725.429,111.4704,,
13314,,3,3,,KELP,,0,,,CHS 3723,NCOAST,,2814566,525.1719,108.3439,,
12591,,3,3,,KELP,,0,,,CHS 3723,NCOAST,,2814705,18574.6748,1344.8041,,
12593,,3,4,,KELP,,0,,,CHS 3723,NCOAST,,2814706,1009.1446,124.0019,,
12596,,3,3,,KELP,,0,,,CHS 3723,NCOAST,,2814707,1332.3535,164.7949,,
12597,,0,3,Banks Island,,Giant Kelp,0,High,,,PORCHER,,2814708,3776.2645,420.963,,
12600,,0,3,Banks Island,,Giant Kelp,0,Low,,,PORCHER,,2814709,2280.3867,189.0243,,
12605,,0,3,Banks Island,,Bull Kelp,0,Low,,,PORCHER,,2814710,4.2698,9.7825,,
11403,,3,3,,KELP,,0,,,CHS 3893,QCI,,2814867,367491.7489,2829.1597,,
11404,,3,2,,KELP,,0,,,CHS 3893,QCI,,2814868,31259.8551,627.5539,,
11405,,3,2,,KELP,,0,,,CHS 3747,NCOAST,,2814869,57422.3052,953.3772,,
11912,,0,3,Banks Island,,Bull Kelp,0,High,,,PORCHER,,2814870,1059.089,137.5672,,
11914,,0,3,Banks Island,,Bull Kelp,0,High,,,PORCHER,,2814871,268.0384,62.9451,,
11916,,0,3,,,,0,,,,,,2814872,5939.5935,373.5704,,
11919,,0,3,Banks Island,,Mixed,0,High,,,PORCHER,,2814873,171.6944,71.9933,,
11765,,0,3,Banks Island,,Bull Kelp,0,High,,,PORCHER,,2814428,3940.7883,434.7431,,
11766,,0,3,Banks Island,,Giant Kelp,0,High,,,PORCHER,,2814429,21281.835,1170.2201,,
11768,,0,3,Banks Island,,Bull Kelp,0,Low,,,PORCHER,,2814430,378.3852,83.4489,,
11773,,0,3,,,,0,,,,,,2814431,108.1066,44.4027,,
11774,,0,3,Banks Island,,Bull Kelp,0,High,,,PORCHER,,2814432,407.4323,119.6993,,
11775,,0,3,Banks Island,,Giant Kelp,0,Low,,,PORCHER,,2814433,24700.5884,1743.938,,
12453,,3,4,,KELP,,0,,,CHS 3723,NCOAST,,2814434,2923.3094,313.5984,,
12454,,3,4,,KELP,,0,,,CHS 3723,NCOAST,,2814435,0.2236,8.0169,,
11191,,0,3,Goschen Island,,Bull Kelp,310,Low,,,GOSCHEN,,2814567,72125.5762,2177.8759,,
11193,,0,3,Goschen Island,,Bull Kelp,0,Low,,,PORCHER,,2814568,1172.6512,136.6516,,
11197,,0,3,Goschen Island,,Bull Kelp,0,High,,,PORCHER,,2814569,2874.6467,295.5228,,
11199,,0,3,Goschen Island,,Bull Kelp,0,Low,,,PORCHER,,2814570,2669.1068,301.368,,
11200,,0,3,,,,0,,,,,,2814571,3376.9922,316.5602,,
11203,,0,3,Goschen Island,,Bull Kelp,0,Low,,,PORCHER,,2814572,2649.2238,295.5555,,
12608,,0,3,Banks Island,,Giant Kelp,0,Low,,,PORCHER,,2814711,893.5818,107.5058,,
12611,,3,3,,KELP,,0,,,CHS 3723,NCOAST,,2814712,312.647,104.1468,,
12614,,3,3,,KELP,,0,,,CHS 3723,NCOAST,,2814713,394.984,89.3593,,
12616,,3,4,,KELP,,0,,,CHS 3723,NCOAST,,2814714,568.5867,104.8874,,
12617,,0,3,Banks Island,,Giant Kelp,0,Low,,,PORCHER,,2814715,941.1024,173.9493,,
12618,,0,3,Banks Island,,Bull Kelp,0,High,,,PORCHER,,2814716,209.2887,87.6122,,
12619,,3,3,,KELP,,0,,,CHS 3723,NCOAST,,2814717,2611.1892,328.8826,,
12622,,3,4,,KELP,,0,,,CHS 3723,NCOAST,,2814718,896.1123,146.7274,,
12625,,0,3,Banks Island,,Giant Kelp,0,High,,,PORCHER,,2814719,915.3132,155.9495,,
12627,,0,3,Banks Island,,Bull Kelp,0,Low,,,PORCHER,,2814720,465.8596,77.9989,,
12628,,3,3,,KELP,,0,,,CHS 3723,NCOAST,,2814721,7113.3727,398.2363,,
12629,,3,4,,KELP,,0,,,CHS 3723,NCOAST,,2814722,12.0552,22.3638,,
12634,,0,3,Banks Island,,Bull Kelp,0,High,,,PORCHER,,2814723,76.4405,65.0958,,
12637,,3,4,,KELP,,0,,,CHS 3723,NCOAST,,2814724,33.449,45.4723,,
11921,,0,3,Banks Island,,Giant Kelp,0,High,,,PORCHER,,2814874,12755.4533,867.982,,
11923,,0,3,Banks Island,,Bull Kelp,0,Low,,,PORCHER,,2814875,2344.6633,330.2078,,
11924,,0,3,Banks Island,,Giant Kelp,0,High,,,PORCHER,,2814876,634.4558,114.9592,,
11926,,0,3,Banks Island,,Bull Kelp,0,High,,,PORCHER,,2814877,211.3323,64.1916,,
11928,,0,3,Banks Island,,Mixed,0,High,,,PORCHER,,2814878,497.9103,109.0115,,
11929,,0,3,Banks Island,,Giant Kelp,0,High,,,PORCHER,,2814879,432.9869,89.4418,,
11930,,0,3,Banks Island,,Giant Kelp,0,High,,,PORCHER,,2814880,453.9055,94.9476,,
11932,,0,3,Banks Island,,Giant Kelp,0,Low,,,PORCHER,,2814881,945.858,190.8294,,
11934,,0,3,Banks Island,,Bull Kelp,0,High,,,PORCHER,,2814882,4104.2225,360.1434,,
12457,,3,4,,KELP,,0,,,CHS 3723,NCOAST,,2814436,594.5745,98.1834,,
12459,,0,3,Banks Island,,Giant Kelp,0,High,,,PORCHER,,2814437,691.8545,119.6539,,
12460,,3,2,,KELP,,0,,,CHS 3723,NCOAST,,2814438,39.7166,32.5379,,
12464,,3,4,,KELP,,0,,,CHS 3723,NCOAST,,2814439,2055.2355,261.6583,,
12466,,0,3,Banks Island,,Giant Kelp,0,Low,,,PORCHER,,2814440,981.6872,119.2586,,
12467,,3,4,,KELP,,0,,,CHS 3723,NCOAST,,2814441,580.5658,102.1861,,
12469,,0,3,,,,0,,,,,,2814442,866.0822,142.6247,,
12471,,0,3,Banks Island,,Giant Kelp,0,Low,,,PORCHER,,2814443,2583.2935,225.0368,,
12473,,0,3,Banks Island,,Giant Kelp,0,Low,,,PORCHER,,2814444,648.6688,152.7386,,
12475,,0,3,Banks Island,,Giant Kelp,0,Low,,,PORCHER,,2814445,1117.6985,185.133,,
12476,,3,2,,KELP,,0,,,CHS 3723,NCOAST,,2814446,1.774,10.7211,,
12479,,3,4,,KELP,,0,,,CHS 3723,NCOAST,,2814447,1268.9806,128.7169,,
11204,,3,2,Goschen Island,KELP,Bull Kelp,10,Low,,CHS 3747,NCOAST,,2814573,4.2503,13.6102,,
11205,,0,3,Goschen Island,,Bull Kelp,0,High,,,PORCHER,,2814574,417.6737,91.9907,,
11208,,3,2,Goschen Island,KELP,Bull Kelp,1458,High,,CHS 3747,NCOAST,,2814575,2329.2894,282.4904,,
11209,,0,3,Goschen Island,,Bull Kelp,0,Low,,,PORCHER,,2814576,20.2109,29.2615,,
11210,,0,3,,,,0,,,,,,2814577,101.7983,47.8499,,
11212,,0,3,Goschen Island,,Bull Kelp,0,Low,,,PORCHER,,2814578,1107.8242,173.1509,,
11214,,0,3,Goschen Island,,Bull Kelp,0,Low,,,PORCHER,,2814579,6509.4027,604.0835,,
11219,,3,2,Goschen Island,KELP,Bull Kelp,307,Low,,CHS 3747,NCOAST,,2814580,2769.9131,237.7245,,
11220,,0,3,Goschen Island,,Bull Kelp,0,High,,,GOSCHEN,,2814581,44.5038,36.4642,,
11223,,0,3,Goschen Island,,Bull Kelp,0,Low,,,PORCHER,,2814582,9657.3312,770.5203,,
12640,,0,3,Banks Island,,Giant Kelp,0,Low,,,PORCHER,,2814725,6887.2305,529.0301,,
12641,,0,3,Banks Island,,Giant Kelp,0,High,,,PORCHER,,2814726,0.4815,22.776,,
12644,,0,3,Banks Island,,Giant Kelp,0,High,,,PORCHER,,2814727,0.7657,22.5062,,
13362,,3,2,,KELP,,0,,,CHS 3747,NCOAST,,2814728,31259.6326,627.5516,,
13363,,3,2,,KELP,,0,,,CHS 3723,NCOAST,,2814729,699.2965,115.4106,,
13369,,0,3,Banks Island,,Bull Kelp,0,Low,,,PORCHER,,2814730,982.8833,127.7176,,
13370,,3,2,,KELP,,0,,,CHS 3723,NCOAST,,2814731,1320.7576,210.8346,,
13372,,0,3,Banks Island,,Bull Kelp,0,Low,,,PORCHER,,2814732,1877.8983,222.6388,,
13374,,3,3,,KELP,,0,,,CHS 3723,NCOAST,,2814733,1216.9816,157.8087,,
13377,,0,3,Banks Island,,Bull Kelp,0,Low,,,PORCHER,,2814734,694.5679,133.4654,,
13378,,3,3,,KELP,,0,,,CHS 3723,NCOAST,,2814735,1044.3208,139.6793,,
11936,,0,3,Banks Island,,Mixed,0,Low,,,PORCHER,,2814883,381.2073,100.1207,,
11938,,0,3,Banks Island,,Giant Kelp,0,High,,,PORCHER,,2814884,204.1909,57.9291,,
11939,,0,3,Banks Island,,Giant Kelp,0,Low,,,PORCHER,,2814885,808.928,157.0095,,
11943,,0,3,Banks Island,,Bull Kelp,0,Low,,,PORCHER,,2814886,60977.0541,4630.6724,,
11944,,0,3,Banks Island,,Giant Kelp,0,High,,,PORCHER,,2814887,703.8987,121.258,,
11945,,0,3,Banks Island,,Mixed,0,Low,,,PORCHER,,2814888,545.9392,90.0961,,
11946,,0,3,Banks Island,,Giant Kelp,0,High,,,PORCHER,,2814889,4959.4353,370.5761,,
11947,,0,3,Banks Island,,Giant Kelp,0,High,,,PORCHER,,2814890,1229.1701,269.1195,,
11948,,0,3,Banks Island,,Bull Kelp,0,High,,,PORCHER,,2814891,242.1848,59.3402,,
11953,,3,2,,KELP,,0,,,CHS 3747,NCOAST,,2814892,48265.0534,810.3219,,
11955,,0,3,Banks Island,,Bull Kelp,0,Low,,,PORCHER,,2814893,1182.2324,187.2678,,
12480,,3,2,,KELP,,0,,,CHS 3723,NCOAST,,2814448,48888.691,1593.2992,,
12481,,3,2,,KELP,,0,,,CHS 3723,NCOAST,,2814449,182.9065,56.6397,,
12482,,3,4,,KELP,,0,,,CHS 3723,NCOAST,,2814450,1632.3846,180.2106,,
12483,,0,3,Banks Island,,Giant Kelp,0,High,,,PORCHER,,2814451,849.8584,175.1112,,
12484,,3,2,,KELP,,0,,,CHS 3723,NCOAST,,2814452,5795.2165,573.4929,,
11225,,0,3,Goschen Island,,Bull Kelp,1672,Low,,,GOSCHEN,,2814583,1149.4963,240.1419,,
11226,,0,3,Goschen Island,,Bull Kelp,1672,Low,,,GOSCHEN,,2814584,18619.0982,700.4475,,
11228,,0,3,Goschen Island,,Bull Kelp,0,High,,,PORCHER,,2814585,279.7463,98.0865,,
11229,,0,3,Goschen Island,,Bull Kelp,0,Low,,,PORCHER,,2814586,857.6256,132.0241,,
11235,,0,3,Goschen Island,,Bull Kelp,0,Low,,,PORCHER,,2814587,946.7688,132.8801,,
11237,,0,3,Goschen Island,,Bull Kelp,0,High,,,PORCHER,,2814588,154.0587,61.2751,,
11804,,0,3,Banks Island,,Bull Kelp,0,Low,,,PORCHER,,2814589,9837.269,565.4919,,
11811,,0,3,Banks Island,,Giant Kelp,0,High,,,PORCHER,,2814590,22.106,28.0273,,
11812,,0,3,Banks Island,,Giant Kelp,0,Low,,,PORCHER,,2814591,4218.7172,263.0184,,
11813,,0,3,Banks Island,,Giant Kelp,0,High,,,PORCHER,,2814592,408.8898,79.4847,,
18525,,3,2,,KELP,,0,,,CHS 3724,NCOAST,,2816705,22571.4353,875.7984,,
18527,,0,3,Barnard Island,,Bull Kelp,2,Low,,,ESTEVAN,,2816706,61.6605,43.1702,,
18528,,3,2,,KELP,,0,,,CHS 3724,NCOAST,,2816707,365.4103,74.6906,,
18529,,3,3,McMicking Inlet,KELP,Bull Kelp,2,Low,,CHS 3719,NCOAST,,2816708,1176.5815,138.4785,,
18532,,3,2,Barnard Island,KELP,Bull Kelp,258,High,,CHS 3724,NCOAST,,2816709,4615.8917,392.4836,,
18539,,3,2,Barnard Island,KELP,Bull Kelp,258,High,,CHS 3724,NCOAST,,2816710,2026.3771,252.79,,
18541,,0,3,Barnard Island,,Bull Kelp,1,Low,,,ESTEVAN,,2816711,13.5345,21.6096,,
18542,,3,2,Barnard Island,KELP,Bull Kelp,25,Low,,CHS 3724,NCOAST,,2816712,251.4279,72.8938,,
18547,,0,3,Barnard Island,,Bull Kelp,72,Low,,,ESTEVAN,,2816713,97.8616,40.7098,,
18548,,0,3,Trutch Island,,Bull Kelp,0,Low,,,PORCHER,,2816714,281.698,81.7528,,
18549,,3,2,,KELP,,0,,,CHS 3724,NCOAST,,2816715,395.3213,83.9533,,
18550,,3,2,,KELP,,0,,,CHS 3724,NCOAST,,2816716,94.487,99.898,,
18552,,0,3,Trutch Island,,Bull Kelp,0,Low,,,PORCHER,,2816717,609.906,91.0816,,
18555,,3,3,McMicking Inlet,KELP,Bull Kelp,0,High,,CHS 3719,NCOAST,,2816718,133.5569,50.0305,,
14742,,3,2,,KELP,,0,,,CHS 3741,NCOAST,,2816266,31259.651,627.5518,,
14743,,3,2,,KELP,,0,,,CHS 3741,NCOAST,,2816267,31259.589,627.5512,,
14747,,3,2,,KELP,,0,,,CHS 3741,NCOAST,,2816268,31259.6549,627.5519,,
14749,,3,2,,KELP,,0,,,CHS 3741,NCOAST,,2816269,31259.598,627.5513,,
14752,,3,2,,KELP,,0,,,CHS 3741,NCOAST,,2816270,62071.2509,1126.1694,,
14753,,3,2,,KELP,,0,,,CHS 3741,NCOAST,,2816271,31259.598,627.5513,,
14754,,3,2,,KELP,,0,,,CHS 3741,NCOAST,,2816272,31259.6237,627.5516,,
14755,,3,2,,KELP,,0,,,CHS 3741,NCOAST,,2816273,31259.6326,627.5516,,
14141,,0,3,Banks Island,,Bull Kelp,0,High,,,PORCHER,,2816421,2575.9717,410.0268,,
14145,,0,3,Banks Island,,Bull Kelp,0,Low,,,PORCHER,,2816422,692.9382,137.8608,,
14147,,0,3,,,,0,,,,,,2816423,196.0991,54.6034,,
14148,,0,3,Banks Island,,Bull Kelp,0,High,,,PORCHER,,2816424,235.3584,57.5109,,
14149,,3,2,,KELP,,0,,,CHS 3741,NCOAST,,2816425,56302.9895,930.5493,,
14150,,0,3,,,,0,,,,,,2816426,18215.7184,1144.7233,,
15685,,0,3,Trutch Island,,Bull Kelp,354,High,,,ESTEVAN,,2816569,2491.8365,386.0151,,
15686,,3,2,Trutch Island,KELP,Bull Kelp,78,Low,,CHS 3741,NCOAST,,2816570,75.1981,43.6411,,
15687,,3,2,Trutch Island,KELP,Bull Kelp,354,High,,CHS 3741,NCOAST,,2816571,1909.014,385.9081,,
15690,,0,3,Trutch Island,,Giant Kelp,0,Low,,,PORCHER,,2816572,418.6073,120.1606,,
15693,,0,3,Trutch Island,,Bull Kelp,354,High,,,ESTEVAN,,2816573,209.6223,59.0001,,
15695,,3,2,Trutch Island,KELP,Bull Kelp,354,High,,CHS 3741,NCOAST,,2816574,2104.287,249.2192,,
15697,,0,3,Trutch Island,,Giant Kelp,0,High,,,PORCHER,,2816575,98.8796,38.779,,
15703,,0,3,Trutch Island,,Bull Kelp,354,High,,,ESTEVAN,,2816576,11.0352,17.0743,,
15704,,3,2,Trutch Island,KELP,Bull Kelp,354,High,,CHS 3741,NCOAST,,2816577,2258.5009,191.3199,,
13589,,0,3,Banks Island,,Bull Kelp,0,Low,,,PORCHER,,2816578,653.765,97.3468,,
13590,,0,3,Banks Island,,Giant Kelp,0,High,,,PORCHER,,2816579,720.2666,169.6351,,
13591,,0,3,Banks Island,,Bull Kelp,0,Low,,,PORCHER,,2816580,859.9165,120.1453,,
18556,,0,3,Barnard Island,,Bull Kelp,12,Low,,,ESTEVAN,,2816719,5888.9704,488.0177,,
18557,,3,2,,KELP,,0,,,CHS 3724,NCOAST,,2816720,611.9736,144.579,,
18559,,3,3,Logan Rock,KELP,Bull Kelp,28,High,,CHS 3719,NCOAST,,2816721,4986.5653,577.9443,,
18561,,0,3,Barnard Island,,Bull Kelp,12,Low,,,ESTEVAN,,2816722,353.6166,80.7827,,
18562,,3,2,Barnard Island,KELP,Bull Kelp,60,High,,CHS 3724,NCOAST,,2816723,5051.5962,327.1407,,
19475,,0,3,Dewdney Island,,Mixed,3,Low,,,ESTEVAN,,2816724,424.8308,91.4779,,
19482,,0,3,Dewdney Island,,Mixed,3,Low,,,ESTEVAN,,2816725,235.4557,144.8519,,
19485,,0,3,Trutch Island,,Giant Kelp,0,High,,,PORCHER,,2816726,201.6974,70.4722,,
19486,,0,3,Dewdney Island,,Mixed,3,Low,,,ESTEVAN,,2816727,28.8808,25.5331,,
19487,,3,2,,KELP,,0,,,CHS 3724,NCOAST,,2816728,3614.7173,320.9504,,
19495,,0,3,Cartwright Rocks,,Bull Kelp,5,Low,,,ESTEVAN,,2816729,3191.4128,321.5721,,
14757,,3,2,,KELP,,0,,,CHS 3741,NCOAST,,2816274,31259.5696,627.551,,
14759,,3,2,,KELP,,0,,,CHS 3741,NCOAST,,2816275,31259.598,627.5513,,
14762,,3,2,,KELP,,0,,,CHS 3741,NCOAST,,2816276,31259.5548,627.5509,,
14763,,3,2,,KELP,,0,,,CHS 3741,NCOAST,,2816277,31259.651,627.5518,,
14766,,3,2,,KELP,,0,,,CHS 3741,NCOAST,,2816278,31259.6638,627.552,,
14768,,3,2,,KELP,,0,,,CHS 3860,QCI,,2816279,41548.4285,755.2149,,
14770,,3,2,,KELP,,0,,,CHS 3741,NCOAST,,2816280,31259.598,627.5513,,
14771,,3,2,,KELP,,0,,,CHS 3860,QCI,,2816281,53079.5816,862.8862,,
14154,,3,2,,KELP,,0,,,CHS 3753,NCOAST,,2816427,25628.2362,803.691,,
14158,,0,3,Banks Island,,Bull Kelp,0,High,,,PORCHER,,2816428,44717.4222,2018.9978,,
14159,,0,3,Banks Island,,Bull Kelp,0,Low,,,PORCHER,,2816429,722.8106,124.4661,,
14162,,0,3,,,,0,,,,,,2816430,196.3859,54.6626,,
14163,,0,3,Banks Island,,Bull Kelp,0,Low,,,PORCHER,,2816431,591.8087,93.269,,
14165,,3,2,,KELP,,0,,,CHS 3741,NCOAST,,2816432,31259.598,627.5513,,
14167,,0,3,Banks Island,,Bull Kelp,0,High,,,PORCHER,,2816433,811.805,141.3047,,
14170,,0,3,Banks Island,,Bull Kelp,0,High,,,PORCHER,,2816434,10033.4476,872.7997,,
14171,,0,3,,,,0,,,,,,2816435,196.713,54.7128,,
13596,,0,3,Banks Island,,Bull Kelp,0,Low,,,PORCHER,,2816581,2964.8541,391.6739,,
13601,,0,3,Banks Island,,Giant Kelp,0,Low,,,PORCHER,,2816582,1386.8243,175.1939,,
13602,,0,3,,,,0,,,,,,2816583,823.6852,147.578,,
13604,,0,3,Banks Island,,Bull Kelp,0,Low,,,PORCHER,,2816584,645.9917,160.0672,,
13605,,0,3,Banks Island,,Bull Kelp,0,Low,,,PORCHER,,2816585,211.9459,70.9674,,
13606,,0,3,Banks Island,,Bull Kelp,0,Low,,,PORCHER,,2816586,858.9164,129.6765,,
13607,,0,3,Banks Island,,Bull Kelp,0,High,,,PORCHER,,2816587,12259.2384,631.843,,
13611,,0,3,Banks Island,,Bull Kelp,0,Low,,,PORCHER,,2816588,1526.4411,257.8339,,
13614,,0,3,Banks Island,,Bull Kelp,0,Low,,,PORCHER,,2816589,789.0703,162.8608,,
19497,,0,3,Murray Anchorage,,Giant Kelp,1,Low,,,ESTEVAN,,2816730,300.3449,95.7924,,
19499,,0,3,Murray Anchorage,,Mixed,0,High,,,ESTEVAN,,2816731,3.9678,13.8178,,
19502,,0,3,Trutch Island,,Giant Kelp,0,Low,,,PORCHER,,2816732,1062.1113,149.8235,,
19503,,3,2,Murray Anchorage,KELP,Giant Kelp,5,High,,CHS 3724,NCOAST,,2816733,64.7048,51.6472,,
19505,,3,2,,KELP,,0,,,CHS 3724,NCOAST,,2816734,842.8518,161.3168,,
19508,,0,3,,,,0,,,,,,2816735,393.9589,95.5032,,
19510,,0,3,Cartwright Rocks,,Bull Kelp,25,High,,,ESTEVAN,,2816736,4563.0933,281.0676,,
19514,,0,3,Trutch Island,,Giant Kelp,0,High,,,PORCHER,,2816737,1145.6404,213.9783,,
19516,,3,2,,KELP,,0,,,CHS 3724,NCOAST,,2816738,2455.5063,258.1955,,
19517,,3,2,Murray Anchorage,KELP,Mixed,5,Low,,CHS 3724,NCOAST,,2816739,2666.9679,240.5579,,
19518,,0,3,Murray Anchorage,,Giant Kelp,1,Low,,,ESTEVAN,,2816740,12.8182,20.1611,,
19522,,3,2,Murray Anchorage,KELP,Giant Kelp,0,Low,,CHS 3724,NCOAST,,2816741,260.3933,73.9594,,
19523,,0,3,Cartwright Rocks,,Bull Kelp,4,High,,,ESTEVAN,,2816742,840.7901,113.0221,,
19524,,3,2,Murray Anchorage,KELP,Giant Kelp,7,High,,CHS 3724,NCOAST,,2816743,0.308,3.3155,,
14772,,3,2,,KELP,,0,,,CHS 3741,NCOAST,,2816282,31259.664,627.552,,
14775,,3,2,,KELP,,0,,,CHS 3860,QCI,,2816283,31130.9124,627.1623,,
15487,,0,3,Trutch Island,,Giant Kelp,3,Low,,,ESTEVAN,,2816284,8168.2367,755.8957,,
15489,,0,3,Trutch Island,,Bull Kelp,238,High,,,ESTEVAN,,2816285,753.9809,151.2712,,
15490,,0,3,Trutch Island,,Giant Kelp,3,Low,,,ESTEVAN,,2816286,349.3255,109.3048,,
15491,,3,2,,KELP,,0,,,CHS 3894,QCI,,2816287,31259.7906,627.5532,,
15493,,0,3,Trutch Island,,Bull Kelp,2,Low,,,ESTEVAN,,2816288,619.7331,112.6178,,
15494,,0,3,Trutch Island,,Giant Kelp,3,Low,,,ESTEVAN,,2816289,336.2164,143.0599,,
15495,,0,3,Trutch Island,,Bull Kelp,2,Low,,,ESTEVAN,,2816290,490.2423,140.7971,,
14173,,0,3,Banks Island,,Giant Kelp,0,Low,,,PORCHER,,2816436,1242.2056,149.6315,,
14174,,0,3,Banks Island,,Bull Kelp,0,Low,,,PORCHER,,2816437,494.3233,92.7311,,
14175,,3,2,,KELP,,0,,,CHS 3747,NCOAST,,2816438,59345.8801,999.8407,,
14176,,0,3,Banks Island,,Bull Kelp,0,Low,,,PORCHER,,2816439,619.3773,114.7615,,
14179,,0,3,,,,0,,,,,,2816440,196.9906,54.7111,,
14180,,0,3,Banks Island,,Bull Kelp,0,Low,,,PORCHER,,2816441,7.5101,22.108,,
14806,,3,2,,KELP,,0,,,CHS 3741,NCOAST,,2816442,60820.5162,1049.8665,,
14807,,3,2,,KELP,,0,,,CHS 3741,NCOAST,,2816443,31259.6326,627.5516,,
14808,,3,2,,KELP,,0,,,CHS 3741,NCOAST,,2816444,31259.6326,627.5516,,
14810,,3,2,,KELP,,0,,,CHS 3741,NCOAST,,2816445,31259.615,627.5515,,
13615,,0,3,Banks Island,,Bull Kelp,0,Low,,,PORCHER,,2816590,1548.1864,174.9484,,
13618,,0,3,Banks Island,,Giant Kelp,0,Low,,,PORCHER,,2816591,2972.8959,208.5076,,
13619,,0,3,Banks Island,,Giant Kelp,0,Low,,,PORCHER,,2816592,16491.176,1398.2801,,
13620,,0,3,Banks Island,,Giant Kelp,0,Low,,,PORCHER,,2816593,593.2845,109.8754,,
14219,,0,3,Banks Island,,Bull Kelp,0,Low,,,PORCHER,,2816594,9230.3369,1090.2959,,
14220,,0,3,Banks Island,,Bull Kelp,0,Low,,,PORCHER,,2816595,2531.4983,333.818,,
14221,,3,2,,KELP,,0,,,CHS 3747,NCOAST,,2816596,31259.664,627.552,,
19525,,0,3,Cartwright Rocks,,Bull Kelp,27,High,,,ESTEVAN,,2816744,4796.0476,446.7743,,
19526,,3,2,Murray Anchorage,KELP,Giant Kelp,0,Low,,CHS 3724,NCOAST,,2816745,0.0567,1.4134,,
19528,,0,3,Murray Anchorage,,Giant Kelp,0,Low,,,ESTEVAN,,2816746,153.0879,67.8458,,
19530,,0,3,Murray Anchorage,,Bull Kelp,33,High,,,ESTEVAN,,2816747,8469.8453,501.2054,,
19531,,3,2,,KELP,,0,,,CHS 3724,NCOAST,,2816748,532.5441,97.0081,,
19532,,0,3,,,,0,,,,,,2816749,333.8048,82.4648,,
19534,,0,3,Murray Anchorage,,Giant Kelp,0,Low,,,ESTEVAN,,2816750,1.2032,6.4965,,
19536,,3,2,Murray Anchorage,KELP,Giant Kelp,7,High,,CHS 3724,NCOAST,,2816751,34.7072,37.2672,,
19539,,0,3,Murray Anchorage,,Bull Kelp,115,Low,,,ESTEVAN,,2816752,200.638,58.9866,,
19540,,3,2,,KELP,,0,,,CHS 3724,NCOAST,,2816753,11.551,23.3604,,
19544,,0,3,,,,0,,,,,,2816754,73.2026,37.4409,,
19545,,0,3,Murray Anchorage,,Giant Kelp,7,High,,,ESTEVAN,,2816755,3605.0327,287.2762,,
19549,,0,3,Cartwright Rocks,,Bull Kelp,36,High,,,ESTEVAN,,2816756,6497.7783,339.057,,
16697,,3,2,,KELP,,0,,,CHS 3741,NCOAST,,2816757,265.6801,71.6553,,
16703,,0,3,Nichol Island,,Bull Kelp,2,Low,,,ESTEVAN,,2816758,156.7063,53.2951,,
15498,,3,2,,KELP,,0,,,CHS 3865,QCI,,2816291,30116.0245,766.7303,,
15499,,0,3,Trutch Island,,Bull Kelp,2,Low,,,ESTEVAN,,2816292,3.9989,10.3901,,
15501,,0,3,Trutch Island,,Giant Kelp,3,Low,,,ESTEVAN,,2816293,703.2345,184.9176,,
15503,,0,3,Trutch Island,,Bull Kelp,238,High,,,ESTEVAN,,2816294,538.1559,103.0626,,
15505,,0,3,Trutch Island,,Bull Kelp,238,High,,,ESTEVAN,,2816295,683.1173,130.664,,
15506,,0,3,Trutch Island,,Bull Kelp,8,Low,,,ESTEVAN,,2816296,123.3145,54.6377,,
15507,,0,3,Trutch Island,,Bull Kelp,8,Low,,,ESTEVAN,,2816297,4514.4806,423.6882,,
15511,,0,3,Trutch Island,,Bull Kelp,22,Low,,,ESTEVAN,,2816298,9158.7111,846.8345,,
